Using command line value for config of json/experiments/TournoumentConfigs/Catan_TradeSurplusFull_3P_200_LLAMA_Fair.json
[LLMActionPlayer] API call took 294 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 202 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 504 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 213 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 171 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 277 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 231 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 195 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 208 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 465 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 259 ms (model=OPENROUTER size=LARGE)
[LOSE_GAME,LOSE_GAME,WIN_GAME]
[LLMActionPlayer] API call took 379 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 330 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 282 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 205 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 164 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 167 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 209 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 228 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 637 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 320 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 202 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 276 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 356 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 390 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 159 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 295 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 167 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 241 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 393 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 317 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 351 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 543 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 217 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 3183 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 271 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 235 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 210 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 208 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 558 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 410 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 424 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 504 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 137 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 233 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 219 ms (model=OPENROUTER size=LARGE)
[WIN_GAME,LOSE_GAME,LOSE_GAME]
[LLMActionPlayer] API call took 504 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 285 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 202 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 440 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 506 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 234 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 206 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 171 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 245 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 369 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 376 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 357 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 353 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 360 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 443 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 2940 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 165 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 266 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 222 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 311 ms (model=OPENROUTER size=LARGE)
[WIN_GAME,LOSE_GAME,LOSE_GAME]
[LLMActionPlayer] API call took 419 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 365 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 287 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 180 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 264 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 314 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 134 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 191 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 316 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 382 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 155 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 235 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 214 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 655 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 275 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 528 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 440 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 545 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 271 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 145 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 460 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 307 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 525 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 414 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 476 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 406 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 438 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 704 ms (model=OPENROUTER size=LARGE)
[WIN_GAME,LOSE_GAME,LOSE_GAME]
[LLMActionPlayer] API call took 233 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 328 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 579 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 410 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 621 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 389 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 245 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 210 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 269 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 388 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 507 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 490 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 393 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 181 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 187 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 629 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 179 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 198 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 215 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 436 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 171 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 218 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 389 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 2601 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 3004 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 228 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 221 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 229 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 351 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 838 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 191 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 419 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 265 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 415 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 503 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 3810 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 235 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 749 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 390 ms (model=OPENROUTER size=LARGE)
[LOSE_GAME,LOSE_GAME,WIN_GAME]
[LLMActionPlayer] API call took 328 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 378 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 240 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 318 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 220 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 206 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 450 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 3382 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 292 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 328 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 152 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 680 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 390 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 205 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 228 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 230 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 652 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 439 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 320 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 506 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 283 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 157 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 2342 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 2410 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 127 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 168 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 257 ms (model=OPENROUTER size=LARGE)
[WIN_GAME,LOSE_GAME,LOSE_GAME]
[LLMActionPlayer] API call took 305 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 350 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 319 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 217 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 3024 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 294 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 206 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 346 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 230 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 177 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 184 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 153 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 189 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 179 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 880 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 181 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 633 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 532 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 272 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 655 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 397 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 233 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 230 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 205 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 183 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 494 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 314 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 232 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 231 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 3297 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 2560 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 512 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 435 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 262 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 587 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 496 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 405 ms (model=OPENROUTER size=LARGE)
[LOSE_GAME,LOSE_GAME,WIN_GAME]
[LLMActionPlayer] API call took 318 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 289 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 199 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 166 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 235 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 428 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 230 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 298 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 272 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 265 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 181 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 290 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 422 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 297 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 234 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 193 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 337 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 287 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 219 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 184 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 253 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 321 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 216 ms (model=OPENROUTER size=LARGE)
[WIN_GAME,LOSE_GAME,LOSE_GAME]
[LLMActionPlayer] API call took 268 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 251 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 273 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 252 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 251 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 324 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 276 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 416 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 3071 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 439 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 175 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 209 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 234 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 153 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 320 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 286 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 298 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 184 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 482 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 457 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 536 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 268 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 212 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 478 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 594 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 464 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 268 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 578 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 462 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 720 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 648 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 453 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 368 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 465 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 430 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 700 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 475 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 238 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 405 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 466 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 755 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 436 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 444 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 382 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 571 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 181 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 183 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 661 ms (model=OPENROUTER size=LARGE)
[LOSE_GAME,WIN_GAME,LOSE_GAME]
[LLMActionPlayer] API call took 633 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 258 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 184 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 2615 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 150 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 218 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 497 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 379 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 164 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 159 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 488 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 485 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 284 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 574 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 261 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 506 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 382 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 466 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 412 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 202 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 219 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 414 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 365 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 469 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 244 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 588 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 460 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 318 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 481 ms (model=OPENROUTER size=LARGE)
[WIN_GAME,LOSE_GAME,LOSE_GAME]
[LLMActionPlayer] API call took 302 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 4047 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 190 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 437 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 380 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 385 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 235 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 222 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 241 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 157 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 314 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 260 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 2764 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 348 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 279 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 265 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 148 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 166 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 394 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 511 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 216 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 215 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 164 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 215 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 241 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 241 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 229 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 248 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 398 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 209 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 190 ms (model=OPENROUTER size=LARGE)
[LOSE_GAME,LOSE_GAME,WIN_GAME]
[LLMActionPlayer] API call took 446 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 217 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 161 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 571 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 265 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 209 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 495 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 324 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 194 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 161 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 163 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 288 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 292 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 284 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 205 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 250 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 208 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 155 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 216 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 225 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 4214 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] Invalid response: You have a surplus of brick and lumber, but lack grain and wool, making trade options 6, 19, 22, 43, 50, 63, 65, 67, 71, 79, 83, and 115 the most appealing.
[LLMActionPlayer] Action ID : null selected randomly since LLM returned non valid action[LLMActionPlayer] API call took 546 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 510 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 329 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 270 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 207 ms (model=OPENROUTER size=LARGE)
[WIN_GAME,LOSE_GAME,LOSE_GAME]
[LLMActionPlayer] API call took 388 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 531 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 390 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 402 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 334 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 379 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 389 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 441 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 421 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 178 ms (model=OPENROUTER size=LARGE)
